           Name  NumAtoms  NumFinalStates  BoardSize  NumFreePositions     Time  SolutionLength  LowerBound  InitialHeuristic  NodesExpanded  NodesGenerated  NodesReOpened  CallsToHeuristic  PDBTime 
  katomic_61.in        10               2        117                58  3600.48               0          53                48       38917759        32073051       37865674         483601265  3275.29 
  katomic_62.in        12               1        225                96  3600.31               0          51                46       31203935        28537698       30857687         567590002  3302.41 
  katomic_63.in        12               2        143                70  3600.33               0          41                33       24738500        19436005       23666022         344528489  3296.17 
  katomic_64.in        16               2        195                98  3600.39               0          53                50       11088896        10520535       11051849         256011609  3321.67 
  katomic_65.in        17               1         81                25  3600.47               0          31                26       27367575        22979985       26796247         377947512  3399.65 
  katomic_66.in        11               1        169                78  3600.29               0          32                26       30341703        27618155       29674584         573315561  3293.84 
  katomic_67.in        12               2        121                54  3600.48               0          32                25       27895708        23598280       27287459         418689228  3271.34 
  marbles_01.in         4               2         64                21     5.54              11          11                 6           1002             640            842              4027     0.01 
  marbles_02.in         5               5         90                38     5.71              15          15                10          17841           13466          16801            121682     0.47 
  marbles_03.in         4               5         99                39     3.67              22          22                10          68297           35085          47665            184075     0.31 
  marbles_04.in         3              18        100                49     4.58              22          22                 5           4021            1935           2588              8407     0.02 
  marbles_05.in         5               2         81                34     6.76              25          25                14          69181           39829          54465            269502     0.88 
  marbles_06.in         5               3        120                41     3.87              14          14                12           1056             923           1017              7411     0.03 
  marbles_08.in         6               3        100                48    79.75              23          23                12        3491229         2228736        2896853          17395929    60.37 
  marbles_10.in        16               1         48                20     4.53              24          24                16          18227           13971          17250            114286     1.14 
  marbles_11.in         8               1        169                59   859.93              28          28                19       24634361        17009429       22669021         200971732   702.65 
  marbles_12.in         6               3         84                40   435.94              28          28                13       20610453        10863853       16295412          99322620   342.04 
  marbles_13.in         3               3         64                27     6.24              18          18                 6           6601            3305           3777             11288     0.02 
  marbles_14.in         6               1        110                27     5.30              22          22                16          34965           20982          27870            118049     0.21 
  marbles_15.in        12               1        169                62  3600.35               0          36                31       12791054        12139654       12538804         221592777  3068.83 
  marbles_20.in        32               1         64                36  3600.36               0          36                28        9620863         7314966        9088905          74598719  3081.98 
 unitopia_01.in         3              41        128                68     4.63              11          11                 8            195             141            162               767     0.00 
 unitopia_02.in         4               5        128                62     4.64              22          22                14          77005           46962          62347            300575     0.65 
 unitopia_03.in         5              12        128                56     4.29              16          16                13           2452            1925           2316             17489     0.07 
 unitopia_04.in         6               5        128                59     6.04              20          20                18           8536            7522           8317             75178     0.24 
 unitopia_05.in         6               7        128                68    13.03              20          20                13         247961          180019         232037           2162866     7.45 
 unitopia_06.in         9               2        128                61  3600.29               0          30                24       29135484        24808612       28335411         400283011  3278.92 
 unitopia_07.in        10               1        128                60  3600.49               0          35                27       62401858        49304623       60132352         775855190  3216.09 
 unitopia_08.in         7               4        128                59    51.44              23          23                17         795274          623333         758941           8118210    40.50 
 unitopia_09.in        12               2        128                60  3600.31               0          43                39       25357221        22564540       25025014         372604304  3269.86 
 unitopia_10.in         8               2        128                57  3600.37               0          40                29       75377751        51776705       69039172         616076350  3146.67 
