           Name  NumAtoms  NumFinalStates  BoardSize  NumFreePositions     Time  SolutionLength  LowerBound  InitialHeuristic  NodesExpanded  NodesGenerated  NodesReOpened  CallsToHeuristic  PDBTime 
  katomic_67.in        12               2        121                54  3600.24               0          33                25      254414974       212982089      249538207        4135064746  1267.24 
  marbles_01.in         4               2         64                21     3.84              11          11                 7            571             364            494              2398     0.00 
  marbles_02.in         5               5         90                38     4.09              15          15                10          12278            9311          11575             87976     0.05 
  marbles_03.in         4               5         99                39     4.65              22          22                10          61875           30936          44669            178875     0.09 
  marbles_04.in         3              18        100                49     6.30              22          22                 5           4023            1898           2619              8613     0.02 
  marbles_05.in         5               2         81                34     5.32              25          25                15          59406           33524          47284            241450     0.05 
  marbles_06.in         5               3        120                41     4.43              14          14                12            789             660            780              5886     0.00 
  marbles_08.in         6               3        100                48    18.77              23          23                12        2560638         1629073        2176397          13291504     4.94 
  marbles_10.in        16               1         48                20     5.64              24          24                16          14565           11008          14007             92357     0.02 
  marbles_11.in         8               1        169                59   154.45              28          28                19       25119310        17301774       23241579         219539168    25.37 
  marbles_12.in         6               3         84                40   104.21              28          28                13       17283490         9055037       13839620          87391513    31.91 
  marbles_13.in         3               3         64                27     4.17              18          18                 6           6634            3280           3897             11684     0.00 
  marbles_14.in         6               1        110                27     3.78              22          22                17          18279           11395          15546             67661     0.01 
  marbles_15.in        12               1        169                62  3600.24               0          37                31      119836777        99349046      117522142        2009229811   319.73 
  marbles_20.in        32               1         64                36  3600.22               0          38                28       73513555        55432070       69554702         567935540   206.40 
 unitopia_01.in         3              41        128                68    19.66              11          11                 9             97              80             93               433     0.00 
 unitopia_02.in         4               5        128                62     5.27              22          22                14          61797           37523          51238            255540     0.13 
 unitopia_03.in         5              12        128                56     6.75              16          16                14            663             583            663              5686     0.01 
 unitopia_04.in         6               5        128                59     5.67              20          20                19           2965            2628           2952             27765     0.02 
 unitopia_05.in         6               7        128                68    12.50              20          20                13         224327          163092         210342           2081342     1.69 
 unitopia_06.in         9               2        128                61   320.69              31          31                24       29930661        24370263       29158256         428121173   116.99 
 unitopia_07.in        10               1        128                60  1774.16              36          36                27      250764420       193468778      240785953        3188456743   429.74 
 unitopia_08.in         7               4        128                59    15.73              23          23                17         894483          690689         855269           9308771     4.33 
 unitopia_09.in        12               2        128                60  3600.24               0          44                39      267092726       225026614      263192445        4083730214  1261.53 
 unitopia_10.in         8               2        128                57  1279.62              41          41                29      197108464       130600769      178569127        1646524451   404.18 
